SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,16-05266881,07/27/2016,Front,,Open,,Vacant,false,true,11334,S,RACINE,AVE,60643,1170359.83872475,1829486.13241657,34,22,75,41.68759121376606,-87.65195911750904,"(41.68759121376606, -87.65195911750904)"
Vacant/Abandoned Building,16-05281592,07/28/2016,Front,,Open,,Vacant,false,false,2553,W,HUTCHINSON,ST,60618,1158419.39001174,1928129.30001675,47,19,5,41.95853096478971,-87.6929805971852,"(41.95853096478971, -87.6929805971852)"
Vacant/Abandoned Building,16-05282470,07/28/2016,Front,,Open,,Vacant,false,false,207,S,ASHLAND,AVE,60607,1165780.2370968,1899131.67397485,28,12,28,41.87880558234196,-87.66674800324444,"(41.87880558234196, -87.66674800324444)"
Vacant/Abandoned Building,16-05283552,07/28/2016,Front,,Open,,Vacant,false,false,207,S,ASHLAND,AVE,60607,1165780.2370968,1899131.67397485,28,12,28,41.87880558234196,-87.66674800324444,"(41.87880558234196, -87.66674800324444)"
Vacant/Abandoned Building,16-05290515,07/28/2016,Front,,Open,,Vacant,false,false,3926,W,GRENSHAW,ST,60624,1150380.67202317,1894752.02959281,24,11,29,41.8671016289691,-87.72340677472559,"(41.8671016289691, -87.72340677472559)"
Vacant/Abandoned Building,16-05294567,07/28/2016,Front,,Open,BASEMENT OPEN,Vacant,false,false,1445,W,FRY,ST,60642,1166503.33016834,1905776.41452256,1,12,24,41.89702380336866,-87.66390261735589,"(41.89702380336866, -87.66390261735589)"
Vacant/Abandoned Building,16-05293912,07/28/2016,,,,,,,,410,W,ENGLEWOOD,AVE,60621,1174630.58002794,1863500.46002127,20,7,68,41.78083725918814,-87.63531454385648,"(41.78083725918814, -87.63531454385648)"
Vacant/Abandoned Building,16-05282122,07/28/2016,Front,,Open,SIDE,Vacant,false,false,11247,S,EGGLESTON,AVE,60628,1175299.93742545,1830322.55658197,34,22,49,41.689777841652536,-87.63384914090892,"(41.689777841652536, -87.63384914090892)"
Vacant/Abandoned Building,16-05288372,07/28/2016,Front,,Open,BACK,Vacant,false,false,7512,S,EBERHART,AVE,60619,1180875.96269711,1855313.85759596,6,6,69,41.758230993008574,-87.61266943215811,"(41.758230993008574, -87.61266943215811)"
Vacant/Abandoned Building,16-05284535,07/28/2016,Rear,,Open,REAR,Vacant,false,true,4317,W,LEXINGTON,ST,60624,1147721.05076602,1896365.65002761,24,11,26,41.8715810363598,-87.73312927781951,"(41.8715810363598, -87.73312927781951)"
Vacant/Abandoned Building,16-05281406,07/28/2016,Front,,Open,ALL OVER,Vacant,false,false,467,E,BOWEN,AVE,60653,1180172.47567388,1877588.11122632,3,2,38,41.819369768756914,-87.61456516212432,"(41.819369768756914, -87.61456516212432)"
Vacant/Abandoned Building,16-05283861,07/28/2016,Front,,Boarded,,Vacant,false,false,4512,S,CALUMET,AVE,60653,1179188.49452011,1875173.80782257,3,2,38,41.81276725169062,-87.61824846052272,"(41.81276725169062, -87.61824846052272)"
Vacant/Abandoned Building,16-05286435,07/28/2016,Front,,Boarded,,Occupied,false,true,8531,S,SAGINAW,AVE,60617,1195310.27656607,1848919.16637928,7,4,46,41.74033946868969,-87.55998061659643,"(41.74033946868969, -87.55998061659643)"
Vacant/Abandoned Building,16-05295050,07/28/2016,Rear,,Open,NO INFO ON THIS QUESTION,Vacant,false,true,1628,W,51ST,ST,60609,1166235.05242812,1870893.76279659,20,9,61,41.80130827492402,-87.6658837404138,"(41.80130827492402, -87.6658837404138)"
Vacant/Abandoned Building,16-05284622,07/28/2016,Rear,,Open,ALL OVER,Vacant,false,false,7133,S,FAIRFIELD,AVE,60629,1159273.71993,1857227.57110782,18,8,66,41.76395182930352,-87.69178753507187,"(41.76395182930352, -87.69178753507187)"
Vacant/Abandoned Building,16-05286438,07/28/2016,Front,,Open,,Vacant,false,false,9800,S,LOOMIS,ST,60643,1168751.97780892,1839787.01988192,21,22,73,41.71589324633995,-87.657549419509,"(41.71589324633995, -87.657549419509)"
Vacant/Abandoned Building,16-05294796,07/28/2016,Front,,Open,"CALLER UNSURE OF ADDRESS, EITHER 8035 OR 8033.",Vacant,false,false,8035,S,HOUSTON,AVE,60617,1197888.93589735,1852159.08976871,7,4,46,41.749166080172564,-87.5504249103839,"(41.749166080172564, -87.5504249103839)"
Vacant/Abandoned Building,16-05279933,07/28/2016,Front,,Boarded,NONE,Vacant,true,false,10041,S,YALE,AVE,60628,1176386.30111235,1838356.50857963,9,5,49,41.71179989040158,-87.62963164201383,"(41.71179989040158, -87.62963164201383)"
Vacant/Abandoned Building,16-05290452,07/28/2016,Front,,Open,,Vacant,false,true,1344,N,WESTERN,AVE,60622,1160164.91796836,1908872.46571021,26,14,24,41.90565297113947,-87.6870969852371,"(41.90565297113947, -87.6870969852371)"
Vacant/Abandoned Building,16-05338611,07/29/2016,Front,,Boarded,,Vacant,true,false,1536,W,71ST,ST,60636,1167213.57992692,1857642.55339236,17,7,67,41.76492440836039,-87.66267416454251,"(41.76492440836039, -87.66267416454251)"
Vacant/Abandoned Building,16-05339411,07/29/2016,Front,,Open,,Vacant,false,false,4054,W,21ST,PL,60623,1149681.95610616,1889450.47507832,24,10,29,41.852567115545746,-87.7261095280579,"(41.852567115545746, -87.7261095280579)"
Vacant/Abandoned Building,16-05333108,07/29/2016,Front,,Open,SIDE WINDOWS,Vacant,false,true,11115,S,EGGLESTON,AVE,60628,1175270.29016909,1831198.46557575,34,22,49,41.692182129302154,-87.6339316432056,"(41.692182129302154, -87.6339316432056)"
Vacant/Abandoned Building,16-05328202,07/29/2016,Front,,Open,FRONT,Vacant,true,false,5742,S,PRINCETON,AVE,60621,1175268.23312672,1866850.78700674,20,7,68,41.790016682971675,-87.63287673163302,"(41.790016682971675, -87.63287673163302)"
Vacant/Abandoned Building,16-05343029,07/29/2016,Front,,Open,FRONT DOOR,Vacant,false,true,7209,S,PAULINA,ST,60636,1166259.41718585,1856896.47607462,17,7,67,41.76289743322875,-87.66619266021702,"(41.76289743322875, -87.66619266021702)"
Vacant/Abandoned Building,16-05335346,07/29/2016,Front,,Open,NOT BOARDED,Vacant,false,true,6922,S,GREEN,ST,60621,1171829.73880447,1858951.14971189,6,7,68,41.76841534458917,-87.64571629466289,"(41.76841534458917, -87.64571629466289)"
Vacant/Abandoned Building,16-05345570,07/29/2016,,,,,,,,8141,S,LANGLEY,AVE,60619,1182311.08697249,1851171.41500613,6,6,44,41.74683057910392,-87.60753796011126,"(41.74683057910392, -87.60753796011126)"
Vacant/Abandoned Building,16-05345530,07/29/2016,,,,,,,,4352,W,47TH,ST,60632,1148015.77032568,1873109.08521543,14,8,57,41.80775624733463,-87.73264438271458,"(41.80775624733463, -87.73264438271458)"
Vacant/Abandoned Building,16-05339930,07/29/2016,,,,,,,,135,N,LOTUS,AVE,60644,1139929.68332888,1900470.53781251,28,15,25,41.88299131936082,-87.76163444639305,"(41.88299131936082, -87.76163444639305)"
Vacant/Abandoned Building,16-05339926,07/29/2016,,,,,,,,4250,W,CONGRESS,PKWY,60624,1148472.16551309,1897361.61648483,28,11,26,41.8742996395801,-87.73034592734761,"(41.8742996395801, -87.73034592734761)"
Vacant/Abandoned Building,16-05342243,07/29/2016,Front,,Open,WINDOWS AND DOORS,Vacant,false,true,7823,S,HERMITAGE,AVE,60620,1166039.5246276,1852816.21653062,17,6,71,41.751705311903876,-87.66711441858848,"(41.751705311903876, -87.66711441858848)"
Vacant/Abandoned Building,16-05348709,07/29/2016,Front,,Open,,Vacant,false,true,2111,W,50TH,ST,60609,1163098.15982601,1871495.55198858,15,9,61,41.80302592462186,-87.67737105244534,"(41.80302592462186, -87.67737105244534)"
Vacant/Abandoned Building,16-05345427,07/29/2016,Front,,Open,,Vacant,false,false,1915,W,GARFIELD,BLVD,60636,1164474.4800125,1868060.54801911,15,7,67,41.79357092008481,-87.67242029809327,"(41.79357092008481, -87.67242029809327)"
Vacant/Abandoned Building,16-05335876,07/29/2016,Front,,Boarded,,Vacant,false,true,6149,S,ADA,ST,60636,1168369.80701026,1863967.45490842,16,7,67,41.782255919011476,-87.65825428292712,"(41.782255919011476, -87.65825428292712)"
Vacant/Abandoned Building,16-05333647,07/29/2016,Front,,Open,REAR,Vacant,false,true,1447,W,MARQUETTE,RD,60636,1167745.57403155,1860313.05778705,16,7,67,41.77224122006298,-87.66064769788176,"(41.77224122006298, -87.66064769788176)"
Vacant/Abandoned Building,16-05333483,07/29/2016,,,,,,,,8417,S,SANGAMON,ST,60620,1171440.71502533,1849017.90023343,21,6,71,41.741165754518,-87.64743253442774,"(41.741165754518, -87.64743253442774)"
Vacant/Abandoned Building,16-05333660,07/29/2016,Rear,,Open,,Vacant,false,true,8925,S,UNION,AVE,60620,1173202.50307504,1845735.79502217,21,22,71,41.73212050344681,-87.64107420224101,"(41.73212050344681, -87.64107420224101)"
Vacant/Abandoned Building,16-05345173,07/29/2016,Front,,Open,GETTING IN THRU THE REAR,Vacant,false,true,12254,S,YALE,AVE,60628,1176822.09179468,1823674.31727057,34,5,53,41.6715000008305,-87.62847565663338,"(41.6715000008305, -87.62847565663338)"
Vacant/Abandoned Building,16-05333478,07/29/2016,,,,,,,,8150,S,MARSHFIELD,AVE,60620,1166751.25641175,1850996.91329913,21,6,71,41.74669773390558,-87.66455806730495,"(41.74669773390558, -87.66455806730495)"
Vacant/Abandoned Building,16-05351756,07/29/2016,Front,,Open,FRONT,Vacant,false,false,11026,S,EDBROOKE,AVE,60628,1179204.62730904,1831879.93572276,9,5,49,41.69396361574287,-87.61950685088632,"(41.69396361574287, -87.61950685088632)"
Vacant/Abandoned Building,16-05333477,07/29/2016,,,,,,,,11263,S,LOOMIS,ST,60643,1169014.51922455,1829971.54343045,34,22,75,41.68895235688821,-87.65687023468554,"(41.68895235688821, -87.65687023468554)"
Vacant/Abandoned Building,16-05337081,07/29/2016,Rear,,Open,REAR OF BLDG.,Vacant,false,true,26,E,120TH,PL,60628,1178572.09318402,1825072.25011849,9,5,53,41.67529668345602,-87.62202849228407,"(41.67529668345602, -87.62202849228407)"
Vacant/Abandoned Building,16-05347372,07/29/2016,Rear,,Open,REAR & SIDE DOORS,Vacant,false,false,313,W,111TH,ST,60628,1176113.18920959,1831318.67067932,34,5,49,41.69249316777304,-87.63084208645157,"(41.69249316777304, -87.63084208645157)"
Vacant/Abandoned Building,16-05347414,07/29/2016,Rear,,Open,FRONT & REAR DOORS & WINDOWS,Vacant,false,false,318,W,111TH,ST,60628,1176057.58920959,1831317.37067932,34,5,49,41.69249084451533,-87.63104568534285,"(41.69249084451533, -87.63104568534285)"
Vacant/Abandoned Building,16-05347450,07/29/2016,Rear,,Open,REAR,Vacant,false,false,316,W,111TH,ST,60628,1176079.88920959,1831317.87067932,34,5,49,41.69249171763618,-87.63096402671542,"(41.69249171763618, -87.63096402671542)"
Vacant/Abandoned Building,16-05349520,07/29/2016,Front,,Open,ALL DOORS AND WINDOWS,Vacant,false,true,10115,S,PERRY,AVE,60628,1177383.91489915,1837891.72201313,9,5,49,41.71050202095201,-87.62599211897115,"(41.71050202095201, -87.62599211897115)"
Vacant/Abandoned Building,16-05363248,07/30/2016,Front,,Open,,Vacant,false,true,7041,S,DANTE,AVE,60637,1187180.77108127,1858433.62396608,5,3,43,41.76664465634741,-87.58946432975937,"(41.76664465634741, -87.58946432975937)"
Vacant/Abandoned Building,16-05371718,07/30/2016,Rear,,Boarded,,Vacant,false,false,7032,S,HERMITAGE,AVE,60636,1165895.60370655,1858060.41332571,17,7,67,41.76609917003877,-87.66749307931484,"(41.76609917003877, -87.66749307931484)"
Vacant/Abandoned Building,16-05371682,07/30/2016,Front,,Open,"FRONT/REAR DOORS, WINDOWS",Vacant,false,false,7030,S,HERMITAGE,AVE,60636,1165895.20370655,1858073.81332571,17,7,67,41.76613594994196,-87.66749416525109,"(41.76613594994196, -87.66749416525109)"
Vacant/Abandoned Building,16-05362394,07/30/2016,Front,,Open,BACK DOOR,Vacant,false,false,5811,S,WOOD,ST,60636,1165344.70151096,1866091.21149587,15,7,67,41.788148413634445,-87.66928503578036,"(41.788148413634445, -87.66928503578036)"
Vacant/Abandoned Building,16-05372076,07/30/2016,Front,,Open,VARIOUS,Vacant,true,false,945,W,116TH,ST,60643,1171972.72271283,1827832.21880273,34,5,53,41.6830174485516,-87.64610283031831,"(41.6830174485516, -87.64610283031831)"
Vacant/Abandoned Building,16-05401609,07/31/2016,Front,,Open,,Vacant,false,true,2910,N,RIDGEWAY,AVE,60618,1150865.25103148,1919106.58279703,30,25,21,41.933923476571245,-87.720989622698,"(41.933923476571245, -87.720989622698)"
Vacant/Abandoned Building,16-05393352,07/31/2016,Front,,Open,FRONT/REAR,Vacant,false,true,8733,S,WALLACE,ST,60620,1173832.14183278,1846927.59439086,21,22,71,41.73537704074634,-87.63873234267862,"(41.73537704074634, -87.63873234267862)"
Vacant/Abandoned Building,16-05400370,07/31/2016,Rear,,Open,ALL DOORS AND WINDOWS,Vacant,false,true,8159,S,MUSKEGON,AVE,60617,1196582.72177064,1851416.1770178,7,4,46,41.747159986672784,-87.55523589770294,"(41.747159986672784, -87.55523589770294)"
Vacant/Abandoned Building,16-05412360,08/01/2016,Front,,Open,NOT BOARDED UP AT ALL,Vacant,false,true,1359,E,48TH,ST,60615,1186064.14001414,1873445.93066581,4,2,39,41.80786606860171,-87.5930833997733,"(41.80786606860171, -87.5930833997733)"
Vacant/Abandoned Building,16-05413868,08/01/2016,,,,,,,,641,W,18TH,ST,60616,1172167.49979456,1891452.4434992,11,12,31,41.8575946952328,-87.64352194596323,"(41.8575946952328, -87.64352194596323)"
Vacant/Abandoned Building,16-05422171,08/01/2016,,,,,,,,8727,S,BURLEY,AVE,60617,1199184.70987389,1847719.75259746,10,4,46,41.73695176825299,-87.54582567440114,"(41.73695176825299, -87.54582567440114)"
Vacant/Abandoned Building,16-05424302,08/01/2016,Rear,,Open,,Vacant,true,true,421,W,103RD,ST,60628,1175208.49999107,1836609.39970574,34,22,49,41.70703190750407,-87.63399700772734,"(41.70703190750407, -87.63399700772734)"
Vacant/Abandoned Building,16-05416550,08/01/2016,Rear,,Open,BACK OPEN,Vacant,false,true,1016,N,PULASKI,RD,60651,1149536.18631354,1906485.26359139,37,11,23,41.89931533703721,-87.72620228676664,"(41.89931533703721, -87.72620228676664)"
Vacant/Abandoned Building,16-05435569,08/01/2016,Rear,,Open,,Vacant,false,false,1322,S,HEATH,AVE,60608,1161024.28987642,1893904.12430431,28,12,28,41.8645607321901,-87.68435603214547,"(41.8645607321901, -87.68435603214547)"
Vacant/Abandoned Building,16-05423452,08/01/2016,Front,,Open,,Vacant,false,false,543,W,45TH,PL,60609,1173432.22003296,1874745.86057516,11,9,61,41.81172242242322,-87.63937512528597,"(41.81172242242322, -87.63937512528597)"
Vacant/Abandoned Building,16-05423112,08/01/2016,Rear,,Boarded,,Vacant,false,false,8051,S,BISHOP,ST,60620,1168066.69469095,1851354.06520848,21,6,71,41.7476496516249,-87.65972772277071,"(41.7476496516249, -87.65972772277071)"
Vacant/Abandoned Building,16-05420324,08/01/2016,Front,,Open,"FRONT AND REAR -- OVERGROWN TREES , NOT SECURE",Vacant,false,true,7606,S,CARPENTER,ST,60620,1170631.79730682,1854381.36778257,17,6,71,41.75590147991512,-87.65024034148693,"(41.75590147991512, -87.65024034148693)"
Vacant/Abandoned Building,16-05404164,08/01/2016,Front,,Open,FRONT AND SIDE,Vacant,false,false,7040,S,CAMPBELL,AVE,60629,1160924.83566721,1857892.63348026,17,8,66,41.76574290502162,-87.68571742278564,"(41.76574290502162, -87.68571742278564)"
Vacant/Abandoned Building,16-05404202,08/01/2016,Rear,,Open,SIDE AND REAR,Vacant,false,false,7038,S,CAMPBELL,AVE,60629,1160924.43566721,1857906.03348026,17,8,66,41.76577968482883,-87.6857185191298,"(41.76577968482883, -87.6857185191298)"
Vacant/Abandoned Building,16-05436264,08/01/2016,Front,,Open,FRONT AND REAR,Vacant,false,false,5604,S,HOYNE,AVE,60636,1163317.38191986,1867476.64072139,15,7,67,41.79199293669454,-87.67667965359813,"(41.79199293669454, -87.67667965359813)"
Vacant/Abandoned Building,16-05420369,08/01/2016,Rear,,Boarded,FRONT DOOR OPEN,Vacant,false,false,8730,S,EMERALD,AVE,60620,1172836.29170149,1846929.00072947,21,22,71,41.73540289697049,-87.64238069293914,"(41.73540289697049, -87.64238069293914)"
Vacant/Abandoned Building,16-05422093,08/01/2016,Rear,,Open,REAR,Vacant,false,true,1348,S,FAIRFIELD,AVE,60608,1158247.54577374,1893582.41590339,28,10,29,41.86373507987336,-87.69455824158237,"(41.86373507987336, -87.69455824158237)"
Vacant/Abandoned Building,16-05423775,08/01/2016,,,,,,,,7246,S,FAIRFIELD,AVE,60629,1159294.69442014,1856476.04919606,18,8,66,41.76188911145504,-87.69173120354914,"(41.76188911145504, -87.69173120354914)"
Vacant/Abandoned Building,16-05417435,08/01/2016,Rear,,Open,"FRONT DOORS AND WINDOWS, AND BACK DOORS AND WINDOWS ARE OPEN",Vacant,false,false,2122,S,HARDING,AVE,60623,1150381.67671495,1889616.06989557,24,10,29,41.85300792135855,-87.72353700285822,"(41.85300792135855, -87.72353700285822)"
Vacant/Abandoned Building,16-05410923,08/01/2016,Rear,,Boarded,UNKNOWN,Vacant,true,true,12214,S,ABERDEEN,ST,60643,1171205.94136769,1823808.84701563,34,5,53,41.671993395663876,-87.64902670245435,"(41.671993395663876, -87.64902670245435)"
Vacant/Abandoned Building,16-05430928,08/01/2016,Front,,Open,FRONT,Vacant,false,true,2873,E,91ST,ST,60617,1196814.98992704,1845175.8649332,7,4,46,41.73003030678507,-87.55459173270727,"(41.73003030678507, -87.55459173270727)"
Vacant/Abandoned Building,16-05407611,08/01/2016,Front,,Open,"SECURED, BUT NOT BOARDED UP",Vacant,false,false,5437,W,HADDON,AVE,60651,1139796.8414173,1907130.33998676,37,15,25,41.90126906552071,-87.7619594046808,"(41.90126906552071, -87.7619594046808)"
Vacant/Abandoned Building,16-05407628,08/01/2016,Front,,Open,"SECURED, BUT NOT BOARDED UP",Vacant,false,false,5443,W,HADDON,AVE,60651,1139748.5414173,1907129.43998676,37,15,25,41.901267478432466,-87.76213683972271,"(41.901267478432466, -87.76213683972271)"
Vacant/Abandoned Building,16-05412115,08/01/2016,Rear,,Open,UNKNOWN,Vacant,false,true,3701,N,LINDER,AVE,60641,1139031.01360887,1924069.26283083,36,16,15,41.9477652790646,-87.76435956297351,"(41.9477652790646, -87.76435956297351)"
Vacant/Abandoned Building,16-05426950,08/01/2016,Front,,Open,WINDOWS AND DOORS,Vacant,false,false,8156,S,KENWOOD,AVE,60619,1186625.81713302,1851176.47579884,8,4,45,41.746743507667816,-87.59172772295537,"(41.746743507667816, -87.59172772295537)"
Vacant/Abandoned Building,16-05456399,08/02/2016,Front,,Open,,Vacant,false,true,6521,S,EMERALD,AVE,60621,1172355.30003004,1861517.10998302,20,7,68,41.77544509767654,-87.64371444507711,"(41.77544509767654, -87.64371444507711)"
Vacant/Abandoned Building,16-05447340,08/02/2016,Front,,Open,,Vacant,false,false,1125,E,HYDE PARK,BLVD,60615,1184689.8898796,1871424.18322399,5,2,41,41.802350611590306,-87.59818714303462,"(41.802350611590306, -87.59818714303462)"
Vacant/Abandoned Building,16-05454347,08/02/2016,Front,,Boarded,,Vacant,false,false,7940,S,EBERHART,AVE,60619,1180950.97917283,1852468.48411841,6,6,44,41.75042125476043,-87.61248187955681,"(41.75042125476043, -87.61248187955681)"
Vacant/Abandoned Building,16-05451713,08/02/2016,Front,,Open,"WINDOWS AND DOORS, FRONT AND BACK",Vacant,false,false,7046,S,CARPENTER,ST,60621,1170531.25058781,1858091.72627723,6,7,68,41.76608536753414,-87.65050088629027,"(41.76608536753414, -87.65050088629027)"
Vacant/Abandoned Building,16-05436982,08/02/2016,Front,,Open,FRONT,Vacant,false,false,4018,S,INDIANA,AVE,60653,1178262.05210072,1878414.26222525,3,2,38,41.821680434397656,-87.62154818002182,"(41.821680434397656, -87.62154818002182)"
Vacant/Abandoned Building,16-05438094,08/02/2016,Front,,Open,FRONT,Vacant,false,false,7324,S,WOLCOTT,AVE,60636,1164955.20512185,1856104.06176699,17,7,67,41.76075059611581,-87.67099519677288,"(41.76075059611581, -87.67099519677288)"
Vacant/Abandoned Building,16-05456686,08/02/2016,Front,,Open,,Vacant,false,false,8105,S,DAMEN,AVE,60620,1164436.37757107,1850905.70993433,17,6,71,41.746496517452854,-87.67304295153501,"(41.746496517452854, -87.67304295153501)"
Vacant/Abandoned Building,16-05448230,08/02/2016,Front,,Open,,Vacant,false,true,5646,S,SANGAMON,ST,60621,1170939.5058297,1867388.75328315,16,7,68,41.791588604767256,-87.6487331974368,"(41.791588604767256, -87.6487331974368)"
Vacant/Abandoned Building,16-05438158,08/02/2016,Front,,Open,,Vacant,false,false,6204,S,KEDVALE,AVE,60629,1149769.16050075,1863138.13532322,23,8,65,41.78036062828982,-87.72647149836699,"(41.78036062828982, -87.72647149836699)"
Vacant/Abandoned Building,16-05443302,08/02/2016,,,,,,,,7731,S,ST LOUIS,AVE,60652,1154391.6501776,1852992.20998015,18,8,70,41.7524278410879,-87.70979414176095,"(41.7524278410879, -87.70979414176095)"
Vacant/Abandoned Building,16-05452249,08/02/2016,Front,,Open,BACK,Vacant,false,false,6501,S,JUSTINE,ST,60636,1167123.71787888,1861616.8018298,16,7,67,41.77583218572478,-87.66288998362893,"(41.77583218572478, -87.66288998362893)"
Vacant/Abandoned Building,16-05455501,08/02/2016,Front,,Open,,Vacant,false,false,1154,W,88TH,ST,60620,1170085.33828754,1846440.08781274,21,22,71,41.73412141391355,-87.652473263681,"(41.73412141391355, -87.652473263681)"
